"","OTU_97.360","OTU_97.1096","OTU_97.2487","OTU_97.15869","OTU_97.29850","OTU_97.67","OTU_97.16585","OTU_97.35535","OTU_97.6703","OTU_97.1656","OTU_97.32588","OTU_97.33687","OTU_97.12461","OTU_97.37599","OTU_97.37902","OTU_97.39144","OTU_97.402","OTU_97.7623","OTU_97.26561","OTU_97.31428","OTU_97.226","OTU_97.9679","OTU_97.15051","OTU_97.29387","OTU_97.800","OTU_97.586","OTU_97.401","OTU_97.158","OTU_97.3264","OTU_97.255","OTU_97.7662","OTU_97.27756","OTU_97.175","OTU_97.16633","OTU_97.39322","OTU_97.331","OTU_97.4904","OTU_97.346","OTU_97.885","OTU_97.384","OTU_97.501","OTU_97.585","OTU_97.213","OTU_97.755","OTU_97.772","OTU_97.523","OTU_97.379","OTU_97.365","OTU_97.488","OTU_97.1399","OTU_97.281","OTU_97.337","OTU_97.424","OTU_97.26200","OTU_97.211","OTU_97.6580","OTU_97.35940","OTU_97.674","OTU_97.421","OTU_97.702","OTU_97.785","OTU_97.361","OTU_97.663","OTU_97.545","OTU_97.10199","OTU_97.339","OTU_97.288","OTU_97.42522","OTU_97.720","OTU_97.38248","OTU_97.286","OTU_97.2881","OTU_97.4651","OTU_97.7888","OTU_97.810","OTU_97.266","OTU_97.15337","OTU_97.155","OTU_97.617","OTU_97.683","OTU_97.181","OTU_97.23942","OTU_97.35268","OTU_97.34294","OTU_97.41674","OTU_97.571","OTU_97.43194","OTU_97.37076","OTU_97.37565","OTU_97.27813","OTU_97.37636","OTU_97.18624","OTU_97.43372","OTU_97.21746","OTU_97.26563","OTU_97.36971","OTU_97.16265","OTU_97.34800","OTU_97.39377","OTU_97.39184","OTU_97.699","OTU_97.645","OTU_97.27152","OTU_97.37903","OTU_97.23922","OTU_97.15271","OTU_97.10619","OTU_97.27041","OTU_97.10089","OTU_97.2847","OTU_97.38273","OTU_97.35521","OTU_97.5287","OTU_97.5561","OTU_97.57","OTU_97.4859","OTU_97.294","OTU_97.28512","OTU_97.1397","OTU_97.24025","OTU_97.154","OTU_97.24168","OTU_97.1681","OTU_97.144","OTU_97.15190","OTU_97.184","OTU_97.2918","OTU_97.204","OTU_97.6755","OTU_97.10101","OTU_97.16695","OTU_97.28399","OTU_97.24927","OTU_97.7657","OTU_97.4800","OTU_97.28748","OTU_97.7475","OTU_97.43362","OTU_97.38958","OTU_97.34","OTU_97.2297","OTU_97.7287","OTU_97.34683","OTU_97.28526","OTU_97.11618","OTU_97.24636","OTU_97.37987","OTU_97.29561","OTU_97.33056","OTU_97.18153","OTU_97.768","OTU_97.35237","OTU_97.14403","OTU_97.32564","OTU_97.34458","OTU_97.39245","OTU_97.14746","OTU_97.741","OTU_97.18382","OTU_97.33679","OTU_97.22716","OTU_97.24475","OTU_97.24870","OTU_97.25475","OTU_97.29574","OTU_97.29803","OTU_97.34780","OTU_97.34925","OTU_97.35176","OTU_97.35852","OTU_97.38665","OTU_97.38720","OTU_97.38931","OTU_97.39171","OTU_97.39459","OTU_97.5659","OTU_97.734","OTU_97.9982","OTU_97.14","OTU_97.1654","OTU_97.10938","OTU_97.20215","OTU_97.1201","OTU_97.5474","OTU_97.30402","OTU_97.37368","OTU_97.23136","OTU_97.28270","OTU_97.510","OTU_97.5894","OTU_97.824","OTU_97.1693","OTU_97.30088","OTU_97.29317","OTU_97.28280","OTU_97.8409","OTU_97.38818","OTU_97.11972","OTU_97.10385","OTU_97.232","OTU_97.41706","OTU_97.186","OTU_97.1779","OTU_97.37","OTU_97.24809","OTU_97.12279","OTU_97.36155","OTU_97.13028","OTU_97.41577","OTU_97.6625","OTU_97.16529","OTU_97.34479","OTU_97.13004","OTU_97.16539","OTU_97.34528","OTU_97.22261","OTU_97.19082","OTU_97.26863","OTU_97.10485","OTU_97.41853","OTU_97.28027","OTU_97.14926","OTU_97.22576","OTU_97.34703","OTU_97.29005","OTU_97.14061","OTU_97.20153","OTU_97.2464","OTU_97.18729","OTU_97.3911","OTU_97.24464","OTU_97.1677","OTU_97.34371","OTU_97.13450","OTU_97.73","OTU_97.40820","OTU_97.21012","OTU_97.11659","OTU_97.32087","OTU_97.5785","OTU_97.14116","OTU_97.10428","OTU_97.19163","OTU_97.33220","OTU_97.121","OTU_97.22041","OTU_97.25726","OTU_97.3324","OTU_97.9451","OTU_97.39984","OTU_97.5074","OTU_97.41989","OTU_97.29794","OTU_97.43210","OTU_97.43632","OTU_97.8514","OTU_97.40762","OTU_97.14259","OTU_97.59","OTU_97.30556","OTU_97.7542","OTU_97.36771","OTU_97.8830","OTU_97.31673","OTU_97.36663","OTU_97.22942","OTU_97.26883","OTU_97.1486","OTU_97.13522","OTU_97.43425","OTU_97.6433","OTU_97.43637","OTU_97.9316","OTU_97.951","OTU_97.18018","OTU_97.12419","OTU_97.15133","OTU_97.43023","OTU_97.31553","OTU_97.152","OTU_97.3161","OTU_97.3545","OTU_97.13145","OTU_97.404","OTU_97.13820","OTU_97.33897","OTU_97.20597","OTU_97.170","OTU_97.41441","OTU_97.41948","OTU_97.33390","OTU_97.1635","OTU_97.23009","OTU_97.11641","OTU_97.86","OTU_97.16034","OTU_97.36559","OTU_97.27883","OTU_97.34765","OTU_97.43213","OTU_97.13936","OTU_97.3002","OTU_97.25028","OTU_97.25986","OTU_97.3016","OTU_97.43403","OTU_97.578","OTU_97.381","OTU_97.15603","OTU_97.23396","OTU_97.118","OTU_97.10513"
"700023066",8,5,0,6,3,8,2,4,0,2,5,0,3,67,65,17,0,2,2,0,0,2,5,1,5,2,4,24,7,117,39,43,76,6,0,76,0,3,5,0,22,23,95,4,1,65,2,1,13,7,18,0,9,1,0,0,0,0,0,7,4,18,2,0,9,4,3,2,33,9,6,8,4,0,1,1,0,0,0,73,7,3,13,21,26,26,79,12,5,11,17,10,5,4,10,15,22,37,10,22,19,5,0,16,0,9,37,33,8,5,56,2,6,23,188,0,54,2,5,18,13,2,5,13,1,0,3,51,46,20,15,416,90,167,21,15,0,6,0,0,0,0,355,30,2,51,0,49,23,6,1,6,9,2,2,1,3,11,0,1,6,388,0,0,5,1358,22,1,332,42,1,0,2521,156,359,9,1,4,58,28,26,0,26,28,10,2,25,1,33,28,4,0,0,1,1,29,0,1,13,3,8,6,14,59,13,24,17,1,2,3,1,2,29,4,7,2,3,6,0,17,0,0,4,133,1,1,2,3,6,1,18,2,60,8,18,1,0,3,2,0,1,5,0,28,7,6,3,6,0,8,0,0,0,1,0,0,2,1,0,1,1,0,2,4,0,0,10,1,2,1,0,3,0,4,2,1,1,5,0,0,1,14,43,0,0,23,35,2,0,61,3,2,2,6,42,6,2,5,2,12,7,3,13,5,4,60,71,21,9,96,64,0
"700023188",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1,0,1,0,4,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,2,1,0,0,0,19,0,1,1,0,0,3,0,0,0,0,2,0,0,2,0,4,0,1,0,0,0,0,2,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"700023237",2,0,1,4,2,2,1,1,0,3,8,2,9,136,108,26,2,0,2,0,5,6,1,5,0,1,0,6,2,2,1,1,31,28,1,29,2,0,0,2,2,0,14,0,0,9,65,0,0,0,13,1,4,0,1,3,3,2,1,4,0,0,1,40,17,1,1,1,4,1,0,0,1,0,0,0,0,0,0,17,0,0,2,8,5,2,14,2,1,1,12,6,1,3,3,1,4,4,0,5,2,0,12,3,1,3,17,10,0,1,13,3,13,7,153,1,50,0,0,16,9,0,0,50,3,0,3,0,0,0,0,0,0,0,0,0,0,0,76,952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2,5,12,52,3,13,5,1,54,18,74,0,14,19,8,0,48,2,5,0,0,3,11,141,6,0,1,13,1,3,6,5,0,0,0,17,11,3,6,4,13,0,2,35,114,1,8,0,4,114,10,2,101,48,46,1,41,10,18,9,2,4,6,2,11,16,0,6,1,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,24,25,10,0,2,5,2,11,0,17,2,6,13,1,1,0,0,0,7
"700023290",1,3,1,9,3,21,1,3,3,20,3,6,4,17,43,10,11,7,0,2,5,7,9,6,22,8,156,261,5,3,4,10,16,1,26,26,0,1,13,76,9,2,62,29,14,10,3,5,29,14,23,61,53,6,117,26,38,5,2,2,14,0,0,26,22,5,0,1,3,0,1,0,0,0,1,15,6,4,2,5,7,12,10,18,28,3,33,5,6,3,7,2,0,8,12,1,0,5,3,20,3,3,11,6,1,3,6,8,0,1,13,1,5,7,48,2,25,0,0,4,12,5,8,0,0,9,0,7,0,0,1,0,0,0,0,0,0,0,63,369,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5,1,0,0,1,8,0,1,0,0,2,0,0,0,0,4,0,0,0,0,0,2,0,0,0,1,8,8,0,0,23,0,2,8,0,0,0,0,0,21,1,4,0,1,0,0,0,2,0,4,72,3,0,0,1,3,1,5,1,1,1,0,3,4,3,7,5,25,0,0,7,20,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,1,1,2,0,0,3,1,5,1,0,3,0,0,0,2,0,2,0,20,3,2,2,2,24,5,0,2,1,4,3,1,3,1,1,18,0,57,23,0,0,17
"700023447",12,1,0,1,0,7,0,0,0,4,2,1,0,12,11,2,0,0,0,0,0,0,0,0,0,0,35,51,5,0,0,0,0,0,2,13,4,1,6,2,3,3,4,0,0,0,2,0,4,0,0,3,0,0,0,0,0,2,0,0,2,1,0,2,1,0,1,3,7,1,0,0,0,2,0,0,0,0,1,20,1,8,1,0,9,1,2,6,5,1,63,28,2,5,6,1,11,16,5,14,35,2,0,0,0,0,3,0,0,2,2,1,0,0,20,1,6,0,0,0,0,2,0,0,0,0,0,1,15,10,0,16,0,11,11,0,0,3,0,0,0,0,90,7,1,3,0,9,0,0,0,0,1,0,1,1,3,2,0,0,2,125,0,0,0,109,1,3,78,1,0,0,438,0,22,14,0,0,1,8,1,0,0,0,3,0,5,0,0,2,0,0,0,0,0,6,0,0,0,0,0,5,3,16,2,13,0,1,8,0,0,0,5,4,1,0,1,1,0,5,0,0,1,25,0,0,0,0,1,1,1,1,26,14,86,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,3,3,0,4,0,0,1,3,2,0,0,3,12,0,0,4,0,2,0,0,0,0,3,11,4,0,0,3,5,0,2,0,4,1,2,1,0,8,1,28,11,0
"700023509",4,28,23,13,7,61,17,3,13,26,15,11,15,376,496,53,0,0,0,0,1,1,4,0,6,2,0,58,30,2,0,2,54,8,44,0,68,26,3,6,1,5,50,5,9,10,26,0,5,1,0,10,2,3,8,52,192,0,4,11,1,0,0,12,0,4,1,2,24,0,0,1,0,112,1,0,0,0,3,4,4,13,3,19,14,6,26,6,4,7,78,6,0,15,3,0,1,2,2,38,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,7,9,5,0,15,0,0,0,1,0,0,0,0,0,0,3,0,0,1,26,14,0,0,0,0,1,0,0,0,1,8,3,0,0,1,0,0,3,6,0,0,1,718,0,0,5,43,1,0,0,0,3,1,0,0,21,0,0,0,0,4,0,0,0,17,0,1,0,0,17,33,8,1,0,0,36,85,0,0,0,15,4,6,1,6,0,0,0,7,21,0,5,0,3,0,12,2,2,4,1,0,0,23,0,1,1,3,1,0,1,1,78,3,0,3,2,0,2,2,0,0,0,30,2,1,36,3,8,90,0,4,10,28,4,2,7,6,32,14,2,3,3,2,1,7,36,1,34,0,0,0,0,0,0,0,0,0,0,0,5,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,63,4,1,4,14,40
"700023551",7,1,0,2,0,6,0,0,0,6,1,0,2,37,13,1,2,1,2,1,6,6,6,2,0,1,9,49,16,38,29,5,24,24,10,11,9,0,0,46,8,1,16,18,0,12,18,1,0,0,26,19,13,3,7,0,5,1,0,1,4,0,0,61,0,0,3,1,7,1,0,0,0,75,4,37,51,9,5,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,1,4,0,3,1,5,1,4,0,0,3,1,0,0,2,0,0,2,12,0,0,0,0,3,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,1,2,1,3,2,0,8,0,0,0,0,1,2,0,0,1,0,0,0,1,1,24,0,0,0,3,0,0,1,0,59,7,0,0,0,0,0,0,0,0,1,6,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,1,0,1,0,1,0,1,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,24,5,0,17,65,0
"700023634",5,35,34,26,3,38,11,2,3,34,16,57,8,218,301,30,0,1,2,1,1,1,6,0,0,3,0,0,0,0,0,1,1,1,0,17,11,1,0,1,0,0,4,1,0,5,48,1,0,0,3,6,1,1,7,0,0,1,1,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,1,186,95,26,0,0,1,0,0,1,0,1,6,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,1,0,0,0,0,5,0,3,0,0,2,2,1,2,157,12,3,7,8,0,0,1,1,1,1,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,11,0,7,0,0,0,5,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,13,0,0,45,3,6,10,0,2,3,0,3,12,3,8,2,1,1,0,0,2,1,10,147,10,2,3,8,2,1,11,4,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,1,0,1,5,3,5,0,3,0,1,0,1,0,3,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,2,1,5,1,6,1,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,3,0,0,6,3,121
"700023701",3,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,1,0,0,5,1,1,1,0,1,0,0,6,3,1,1,3,0,20,11,3,0,15,3,0,4,18,0,3,8,0,1,0,29,0,9,2,9,6,5,0,4,0,1,2,0,9,0,0,0,0,3,1,0,0,0,0,0,47,39,20,0,10,3,2,3,13,9,3,19,4,3,2,13,4,6,4,9,2,4,14,6,19,4,6,0,15,1,0,7,3,0,0,1,2,1,2,29,0,0,2,4,4,1,0,0,0,0,0,1,7,0,0,0,0,1,0,0,0,1,1,17,166,1,2,6,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,2,1,2,0,3,2,0,1,0,22,0,0,1,2,2,20,0,0,1,0,3,0,0,0,0,1,0,3,1,0,0,1,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,1,1,2,0,0,2,0,1,19,0,6,1,0,0,20
"700023815",0,0,0,0,0,1,0,0,0,0,0,0,1,4,9,0,0,0,0,4,3,0,0,0,0,1,0,2,2,4,1,0,36,0,0,1,13,1,0,0,0,0,13,0,3,0,5,4,0,0,1,0,2,0,5,0,2,4,0,0,11,4,8,0,0,0,1,4,35,8,7,5,3,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,7,0,2,5,4,0,1,3,0,5,5,130,2,0,0,0,0,0,0,0,112,2,0,1,0,10,19,0,6,2,21,14,0,8,4,0,0,29,7,163,7,2,0,1,6,0,1,0,0,1,1,0,0,10,0,3,2,2,22,0,0,0,76,7,225,304,3,0,0,994,2,51,0,3,0,6,1,0,6,0,0,1,0,4,0,0,2,2,27,3,0,0,2,44,24,0,0,1,8,22,22,3,3,1,0,0,1,1,0,15,1,1,0,0,2,0,0,2,0,0,62,1,0,3,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,11,8,3,35,37,109,104,14,6,10,4,41,25,19,10,5,3,1,100,73,9,46,0,0,0,0,0,0,0,0,0,42,38,9,11,10,0,101,13,4,18,54,0,11,4,18,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,1,0,13,0
"700023872",14,57,62,24,6,56,9,6,12,17,27,8,12,251,219,27,2,4,5,6,9,46,42,11,0,1,0,11,1,0,0,0,0,0,6,4,1,1,0,26,0,0,0,1,0,23,1,1,0,0,35,80,0,21,8,11,42,6,0,2,2,15,0,0,0,0,0,0,0,8,17,3,17,15,1,0,0,0,34,0,0,0,0,4,4,5,58,3,6,3,0,0,1,0,0,0,0,2,0,0,0,76,5,0,0,0,1,2,0,0,0,0,0,0,7,0,0,1,0,13,11,0,0,77,8,1,1,2,1,0,1,13,8,3,4,0,0,0,0,0,0,0,19,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,27,2,0,7,1,0,0,89,18,6,1,1,0,19,0,0,0,0,4,3,0,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,3,21,8,0,1,0,7,5,9,6,3,10,7,2,4,3,1,1,1,1,1,0,2,16,0,1,17,1,3,0,1,0,1,0,0,6,0,0,1,1,0,0,1,1,2,0,0,11,3,0,1,2,10,3,1,0,2,0,1,0,0,3,0,12,18,5,1,0,6,0
"700023919",4,3,1,0,0,2,2,1,0,0,3,0,1,15,32,15,0,2,1,0,0,0,1,0,27,0,0,2,0,12,3,11,56,10,0,0,25,0,0,6,0,0,5,0,4,35,0,2,8,7,1,12,1,10,1,0,1,1,4,0,4,46,5,12,0,0,0,0,0,3,4,5,1,0,16,0,0,0,4,8,6,29,13,42,36,3,22,5,84,5,89,22,0,19,1,0,1,4,5,92,10,0,1,9,0,3,10,3,1,2,12,1,13,18,184,1,0,1,5,7,9,4,2,0,0,7,3,28,32,2,135,10,2,3,1,3,15,1,146,52,17,5,14,2,0,3,1,0,0,0,0,4,0,0,0,0,0,0,2,1,0,2,0,16,14,12,77,140,8,0,0,2,50,282,6,0,5,17,745,0,1,12,10,118,0,1,0,0,111,1,5,44,11,4,50,1,51,244,105,9,1,9,12,35,5,14,6,3,1,2,0,0,21,1,7,2,4,5,0,0,1,0,0,190,2,0,5,12,0,3,0,1,0,0,0,0,1,1,3,2,0,0,3,26,10,0,2,2,9,7,2,1,25,21,6,4,5,4,20,3,10,1,4,3,0,1,0,1,2,5,0,1,0,2,0,0,0,0,2,3,3,28,32,17,35,0,0,4,13,2,2,4,10,2,19,1,0,2,0,3,17,1,4,2,0,25,0,1,0,0,0,1
"700023967",6,8,20,4,4,15,2,2,1,3,8,4,3,93,79,11,5,0,5,1,0,3,7,10,0,3,15,12,1,3,2,2,0,0,1,0,3,1,3,3,1,0,14,4,0,0,0,2,5,0,8,26,3,5,0,0,0,1,7,2,0,2,0,14,1,0,7,0,3,1,0,1,0,1,0,0,0,0,43,0,3,12,1,22,7,3,13,1,4,1,2,0,1,2,3,1,6,4,1,40,1,4,0,3,0,1,8,2,0,0,5,0,2,0,22,0,0,0,0,0,0,0,4,1,0,37,3,4,1,0,0,8,0,1,1,0,2,0,140,18,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,2,1,10,0,11,0,15,3,1,0,1,39,0,4,0,1,0,2,0,0,2,0,0,0,4,0,0,1,0,0,1,1,0,0,1,3,3,0,0,9,0,0,113,0,16,5,0,2,2,0,0,20,5,5,0,0,0,0,1,1,0,5,92,10,0,0,8,0,0,8,1,0,0,0,0,1,1,0,1,0,5,2,16,9,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,1,0,0,0,3,1,0,0,0,0,1,0,1,1,34,0,6,1,0,4,0,7,0,1,1,1,0,1,1,3,2,0,0,0,2,1,0,0,0,0,3,0,0,0,0,0,163
"700024024",0,2,0,1,0,0,0,0,0,0,1,0,0,3,3,3,1,1,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,5,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,7,13,6,0,0,0,0,0,0,19,23,14,28,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,1,1,0,0,0,0,8,1,3,23,10,0,7,9,2,9,8,156,1,0,0,7,11,6,0,1,0,0,0,10,17,13,7,0,68,7,19,5,5,0,3,0,1,0,0,72,2,0,2,0,7,1,1,0,6,4,3,1,0,0,1,0,1,0,85,0,0,3,57,9,0,53,2,0,0,472,1,24,8,2,1,66,3,0,0,3,13,3,1,4,0,4,6,2,0,0,0,0,4,0,0,3,0,1,0,0,67,3,18,4,1,48,0,0,0,17,14,7,1,15,4,0,6,1,6,7,164,2,0,3,13,2,2,3,8,0,0,0,2,1,0,4,5,2,0,4,18,17,5,44,5,7,74,6,4,51,53,17,6,21,4,44,8,14,3,20,5,16,6,16,6,13,0,0,0,0,0,0,0,0,0,0,0,19,13,32,4,14,4,0,5,3,0,0,0,3,7,4,1,1,1,4,0,3,1,5,0,4,1,0,0,0,22,11,1
"700024086",40,2,0,0,0,4,1,0,3,4,1,2,0,20,17,5,2,0,10,6,19,2,7,1,9,17,85,66,45,35,3,11,17,6,2,59,47,0,2,18,10,1,16,5,7,5,14,6,0,2,0,25,10,14,44,34,17,18,21,3,0,0,3,7,8,4,2,6,6,3,1,3,2,1,2,6,1,2,6,1,1,0,2,2,15,6,18,12,1,10,19,6,7,9,3,1,2,2,0,3,12,1,5,9,0,3,11,3,2,0,5,0,4,1,27,0,0,11,5,30,38,6,1,51,2,2,0,35,47,17,35,57,3,11,2,3,4,1,0,0,6,5,81,2,0,9,0,20,6,2,0,48,6,1,7,0,5,4,0,0,1,48,0,33,69,79,51,21,101,2,2,1,370,186,30,1,15,77,794,7,2,1,21,255,1,2,11,2,140,4,60,16,0,3,198,3,5,6,34,0,2,4,1,71,34,23,10,3,0,10,1,1,23,1,7,3,10,1,1,3,1,2,4,156,1,0,1,6,1,0,2,4,29,2,0,6,0,1,1,0,0,4,0,4,3,3,0,3,0,13,1,0,3,15,2,0,5,1,8,7,0,1,1,1,0,5,0,4,0,0,0,1,0,1,0,0,0,0,5,54,0,12,34,0,5,7,9,0,1,9,3,1,1,11,86,28,7,2,5,27,14,3,12,18,13,52,0,3,0,0,0,0
"700024141",2,0,0,0,0,1,0,0,0,0,0,0,0,7,5,0,0,0,0,0,1,0,0,0,0,2,0,0,0,6,4,4,3,0,0,0,1,0,0,2,0,0,9,0,0,4,1,1,0,0,0,3,3,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,7,1,0,0,0,0,0,4,0,0,2,10,7,2,6,111,6,13,9,0,0,3,1,0,1,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,748,0,0,0,0,0,0,4,0,17,2,28,1,0,0,0,0,0,7,2,88,0,0,12,1,5,3,1,1,2,1,0,1,1,1,1,0,0,1,28,1,87,3,591,0,44,232,6,0,0,699,0,61,5,2,0,7,4,2,1,0,1,2,3,4,0,0,0,1,2,2,1,0,38,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,16,36,27,372,2,3,158,221,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0
"700024201",14,3,5,3,2,11,0,1,1,7,1,13,2,43,46,11,1,0,1,0,2,3,6,3,0,2,0,3,1,15,7,9,41,1,1,74,44,14,1,3,0,0,17,5,7,49,7,10,0,0,6,31,13,3,4,4,1,1,0,1,2,4,2,11,0,3,0,0,0,1,2,3,0,2,0,33,10,6,0,0,5,6,2,9,1,9,19,2,1,0,7,2,0,2,15,5,10,86,38,7,0,8,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,29,92,29,34,39,5,0,7,0,0,0,0,123,3,1,14,1,12,2,2,0,0,3,0,2,0,2,1,0,0,0,49,0,1,11,276,14,1,73,10,1,0,1084,42,105,3,0,94,392,4,2,0,59,127,20,0,7,0,45,2,0,0,0,0,8,6,0,0,14,0,6,32,9,29,2,10,6,1,0,0,10,0,9,3,4,0,11,0,4,4,0,0,9,91,5,1,3,5,0,0,9,1,0,0,0,49,7,1,5,2,6,1,0,16,20,20,21,13,1,27,0,4,5,3,0,6,0,0,1,12,3,0,4,9,0,0,66,1,2,15,8,5,3,17,3,2,7,33,0,0,2,25,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0
